Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,2008,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,14.1498777376143
Sri Lanka,LKA,2007,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.0193139233208
Sri Lanka,LKA,2006,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,17.4765312644917
Sri Lanka,LKA,2005,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,18.3769449122877
Sri Lanka,LKA,2004,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,19.2246709796993
Sri Lanka,LKA,2003,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,20.4160879726134
Sri Lanka,LKA,2002,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.2571482673736
Sri Lanka,LKA,2001,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,15.853980586076
Sri Lanka,LKA,2000,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,18.9535803828455
Sri Lanka,LKA,1999,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,21.0702662531319
Sri Lanka,LKA,1998,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,21.1178484670947
Sri Lanka,LKA,1997,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,21.755583649305
Sri Lanka,LKA,1996,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.0718504972707
Sri Lanka,LKA,1995,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.5653867845266
Sri Lanka,LKA,1994,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.7504821315815
Sri Lanka,LKA,1993,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.2947226258097
Sri Lanka,LKA,1992,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,21.9649528220787
Sri Lanka,LKA,1991,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.3126951367614
Sri Lanka,LKA,1990,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,19.5939391104607
Sri Lanka,LKA,1989,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,21.1991626819144
Sri Lanka,LKA,1988,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.7908578802446
Sri Lanka,LKA,1987,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,24.7433476048203
Sri Lanka,LKA,1986,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.7729277443027
Sri Lanka,LKA,1985,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.4518475676133
Sri Lanka,LKA,1984,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,25.2191257239291
Sri Lanka,LKA,1983,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,28.0828131798522
Sri Lanka,LKA,1982,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,30.4800634278311
Sri Lanka,LKA,1981,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,27.9963127064418
Sri Lanka,LKA,1980,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,23.5445055236521
Sri Lanka,LKA,1979,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,14.1191048141844
Sri Lanka,LKA,1978,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,16.9195151898039
Sri Lanka,LKA,1977,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,20.3682911060717
Sri Lanka,LKA,1976,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.5287356321957
Sri Lanka,LKA,1975,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,22.2357229647478
Sri Lanka,LKA,2023,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,18822951789.9907
Sri Lanka,LKA,2022,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,19243716668.647
Sri Lanka,LKA,2021,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,21526033205.5069
Sri Lanka,LKA,2020,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,18271335896.7972
Sri Lanka,LKA,2019,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,24561990205.7571
Sri Lanka,LKA,2018,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,26840586808.6915
Sri Lanka,LKA,2017,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,25401229000.0631
Sri Lanka,LKA,2016,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,23441724090.9929
Sri Lanka,LKA,2015,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,23006476594.0696
Sri Lanka,LKA,2014,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,23141633498.7873
Sri Lanka,LKA,2013,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,21507989961.0263
Sri Lanka,LKA,2012,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,21728614167.2422
Sri Lanka,LKA,2011,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,22253850000
Sri Lanka,LKA,2010,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,15218510000
Sri Lanka,LKA,2009,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11708400000
Sri Lanka,LKA,2008,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,15692000000
Sri Lanka,LKA,2007,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,12768600000
Sri Lanka,LKA,2006,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,11621220000
Sri Lanka,LKA,2005,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,10065569690
Sri Lanka,LKA,2004,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,9107690000
Sri Lanka,LKA,2003,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7683850000
Sri Lanka,LKA,2002,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7079340000
Sri Lanka,LKA,2001,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,7126390000
Sri Lanka,LKA,2000,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,8105008924.0673
Sri Lanka,LKA,1999,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6779141706.8405
Sri Lanka,LKA,1998,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6675038393.2382
Sri Lanka,LKA,1997,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6580880049.0591
Sri Lanka,LKA,1996,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,6099297542.5799
Sri Lanka,LKA,1995,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5981726448.6533
Sri Lanka,LKA,1994,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,5345622541.1731
Sri Lanka,LKA,1993,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,4402140389.4455
Sri Lanka,LKA,1992,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3839630485.6899
Sri Lanka,LKA,1991,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,3570514964.6881
Sri Lanka,LKA,1990,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2964712555.0712
Sri Lanka,LKA,1989,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2620960068.2492
Sri Lanka,LKA,1988,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2564666740.4912
Sri Lanka,LKA,1987,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2399242346.6255
Sri Lanka,LKA,1986,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2263971170.6069
Sri Lanka,LKA,1985,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2295592421.9331
Sri Lanka,LKA,1984,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2082232261.5581
Sri Lanka,LKA,1983,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2132845173.5099
Sri Lanka,LKA,1982,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2184895986.6127
Sri Lanka,LKA,1981,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2053698965.8993
Sri Lanka,LKA,1980,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,2196562169.4107
Sri Lanka,LKA,1979,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1537149580.2514
Sri Lanka,LKA,1978,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,1080170480.6554
Sri Lanka,LKA,1977,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,768803307.1903
Sri Lanka,LKA,1976,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,682952924.4683
Sri Lanka,LKA,1975,"Imports of goods and services (BoP, current US$)",BM.GSR.GNFS.CD,803605832.239
Sri Lanka,LKA,2023,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.38458915110292
Sri Lanka,LKA,2022,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,13.9410077417434
Sri Lanka,LKA,2021,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,15.6107925133016
Sri Lanka,LKA,2020,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,13.6306612164072
Sri Lanka,LKA,2019,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,12.3665541599728
Sri Lanka,LKA,2018,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,11.8161142048587
Sri Lanka,LKA,2017,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,11.5328968901745
Sri Lanka,LKA,2016,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,11.5529554260375
Sri Lanka,LKA,2015,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,11.5801546251908
Sri Lanka,LKA,2014,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,11.7876423544631
Sri Lanka,LKA,2013,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,11.790595667504
Sri Lanka,LKA,2012,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,13.4911279106736
Sri Lanka,LKA,2011,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.42804531794121
Sri Lanka,LKA,2010,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.91968913997857
Sri Lanka,LKA,2009,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.88576231139443
Sri Lanka,LKA,2008,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.23644482245375
Sri Lanka,LKA,2007,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.87931200153743
Sri Lanka,LKA,2006,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.83758423469153
Sri Lanka,LKA,2005,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.88608221665329
Sri Lanka,LKA,2004,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.78858208223765
Sri Lanka,LKA,2003,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.70434312368528
Sri Lanka,LKA,2002,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.57760525153064
Sri Lanka,LKA,2001,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,21.5410645305482
Sri Lanka,LKA,2000,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.7892243126593
Sri Lanka,LKA,1999,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.62363725684641
Sri Lanka,LKA,1998,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.67492725223576
Sri Lanka,LKA,1997,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.03403581053896
Sri Lanka,LKA,1996,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.01018917190847
Sri Lanka,LKA,1995,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.28981240631466
Sri Lanka,LKA,1994,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.70519757113132
Sri Lanka,LKA,1993,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.53100479073375
Sri Lanka,LKA,1992,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.35317365803291
Sri Lanka,LKA,1991,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.36988759131214
Sri Lanka,LKA,1990,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.59106698401571
Sri Lanka,LKA,1989,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.67226093718
Sri Lanka,LKA,1988,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.30396685723877
Sri Lanka,LKA,1987,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.35704231408009
Sri Lanka,LKA,1986,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,9.40883426175939
Sri Lanka,LKA,1985,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.78915480730573
Sri Lanka,LKA,1984,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,7.68289812093256
Sri Lanka,LKA,1983,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.6479390060968
Sri Lanka,LKA,1982,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.10318388025363
Sri Lanka,LKA,1981,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,5.94178576098004
Sri Lanka,LKA,1980,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.49479275636035
Sri Lanka,LKA,1979,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.98565814360379
Sri Lanka,LKA,1978,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,6.83710845177152
Sri Lanka,LKA,1977,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,8.40155206430721
Sri Lanka,LKA,1976,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,8.11494252876148
Sri Lanka,LKA,1975,"Insurance and financial services (% of service imports, BoP)",BM.GSR.INSF.ZS,8.09234507901425
Sri Lanka,LKA,2023,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,16811130809.7807
Sri Lanka,LKA,2022,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,18291016520.5375
Sri Lanka,LKA,2021,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,20637417205.5069
Sri Lanka,LKA,2020,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,16055375878.3924
Sri Lanka,LKA,2019,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,19937080205.7571
Sri Lanka,LKA,2018,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,22232726808.6915
Sri Lanka,LKA,2017,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,20979796294.7312
Sri Lanka,LKA,2016,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,19182844729.8152
Sri Lanka,LKA,2015,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,18934596582.9319
Sri Lanka,LKA,2014,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,19416766445.2883
Sri Lanka,LKA,2013,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,18002755385.3388
Sri Lanka,LKA,2012,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,19190203466.2
Sri Lanka,LKA,2011,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,18241929000
Sri Lanka,LKA,2010,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,12105855000
Sri Lanka,LKA,2009,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9185940000
Sri Lanka,LKA,2008,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,12682080000
Sri Lanka,LKA,2007,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,10166850000
Sri Lanka,LKA,2006,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,9227610000
Sri Lanka,LKA,2005,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,7976865600
Sri Lanka,LKA,2004,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,7199829000
Sri Lanka,LKA,2003,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,6004782000
Sri Lanka,LKA,2002,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5495040000
Sri Lanka,LKA,2001,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5376924000
Sri Lanka,LKA,2000,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,6483560837.0544
Sri Lanka,LKA,1999,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5365458042.0324
Sri Lanka,LKA,1998,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5313401639.67
Sri Lanka,LKA,1997,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,5278279335.1419
Sri Lanka,LKA,1996,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4894950499.4216
Sri Lanka,LKA,1995,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4782616787.795
Sri Lanka,LKA,1994,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,4293368801.85
Sri Lanka,LKA,1993,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3527804384.9474
Sri Lanka,LKA,1992,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,3016455971.5309
Sri Lanka,LKA,1991,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2808020864.5873
Sri Lanka,LKA,1990,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2325550653.765
Sri Lanka,LKA,1989,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2055147362.9482
Sri Lanka,LKA,1988,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,2017541268.5212
Sri Lanka,LKA,1987,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1866020954.1398
Sri Lanka,LKA,1986,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1764263628.9703
Sri Lanka,LKA,1985,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1838465709.1602
Sri Lanka,LKA,1984,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1698726835.5832
Sri Lanka,LKA,1983,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1725591792.9709
Sri Lanka,LKA,1982,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1794298461.9186
Sri Lanka,LKA,1981,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1694474783.9628
Sri Lanka,LKA,1980,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1845133672.4483
Sri Lanka,LKA,1979,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,1304308619.2248
Sri Lanka,LKA,1978,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,898657694.0053
Sri Lanka,LKA,1977,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,655077080.2424
Sri Lanka,LKA,1976,"Goods imports (BoP, current US$)",BM.GSR.MRCH.CD,579529244.0004
